value,dataset
1051134008.7897868,gdp
1045712789.1488352,gdp
1336102025.2776284,gdp
1562412227.9005773,gdp
1620246083.7947805,gdp
1502294416.171286,gdp
1959965330.1476505,gdp
1986437796.5305347,gdp
1695315305.7030787,gdp
2274558082.7613525,gdp
1598075943.867737,gdp
2169627137.920696,gdp
2361116449.393076,gdp
2268301646.4670687,gdp
2455092686.347117,gdp
3677393998.7448583,gdp
3519991440.479132,gdp
3666222635.138748,gdp
4194342686.2178025,gdp
5349258094.482386,gdp
6190270380.498556,gdp
6567654954.38903,gdp
7034111314.888124,gdp
8169048382.838754,gdp
9787734526.23965,gdp
9738626517.003197,gdp
9535345015.78355,gdp
10693321363.657408,gdp
11141358115.899054,gdp
12517845123.931498,gdp
13284527846.908115,gdp
11388160996.773785,gdp
11821065853.38379,gdp
12701655836.9467,gdp
14262408089.926104,gdp
14390708751.02496,gdp
15686741883.93395,gdp
17687623530.335533,gdp
17425418044.290585,gdp
19673284686.00226,gdp
84466652.58889124,gdp
89249985.12500247,gdp
94149984.30833596,gdp
96366650.60555825,gdp
107566648.73889188,gdp
114339050.28584763,gdp
134173375.33543344,gdp
155102980.0943505,gdp
150000000.0,gdp
164900000.0,gdp
186300000.0,gdp
211100000.0,gdp
235400000.0,gdp
269500000.0,gdp
312600000.0,gdp
345000000.0,gdp
386300000.0,gdp
447000000.0,gdp
475800000.0,gdp
517200000.00000006,gdp
613299968.0,gdp
739100032.0,gdp
785500032.0,gdp
889400000.0,gdp
985699968.0,gdp
1039500032.0,gdp
1173500032.0,gdp
1296499968.0,gdp
1415100032.0,gdp
1501500032.0,gdp
1592400000.0,gdp
1634900000.0,gdp
1679900000.0,gdp
1820359900.0,gdp
1867160100.0,gdp
2030750000.0,gdp
2695390000.0,gdp
2932827000.0,gdp
3130748000.0,gdp
3324433000.0,gdp
3480219000.0,gdp
3680483000.0,gdp
3937228000.0,gdp
4186525000.0,gdp
4484703000.0,gdp
4868136000.0,gdp
6144000000.0,gdp
6767000000.0,gdp
6980000000.0,gdp
6656000000.0,gdp
6634526000.0,gdp
6312691000.0,gdp
6378188000.0,gdp
6465756000.0,gdp
6413988000.0,gdp
6654541000.0,gdp
6899911000.0,gdp
7142316000.0,gdp
7225977000.0,gdp
7423465000.0,gdp
6887147000.0,gdp
7286607000.0,gdp
7827980000.0,gdp
61812113.038288265,gdp
66289450.3275192,gdp
70139866.78900023,gdp
78900289.31070651,gdp
92901784.53590578,gdp
86820762.46963988,gdp
88461262.74036352,gdp
97884433.75638136,gdp
94086227.65383296,gdp
105377995.18845576,gdp
128669200.89101475,gdp
139174178.05554134,gdp
141439317.4098468,gdp
156704289.9037103,gdp
160423493.96259633,gdp
163288815.32086912,gdp
191218115.4884852,gdp
242742766.35420284,gdp
272298066.541674,gdp
264798626.1625219,gdp
287765007.10715,gdp
240294286.0159245,gdp
240233531.16046432,gdp
225973692.83710003,gdp
258954708.04853308,gdp
290490983.81577843,gdp
303408345.62007755,gdp
352229076.70762706,gdp
363458380.90334153,gdp
399311199.5077601,gdp
460733418.3992761,gdp
496110225.7103072,gdp
559345263.7083086,gdp
651935430.314445,gdp
735348490.4284352,gdp
860391000.2216555,gdp
942879878.5388786,gdp
1255767964.004914,gdp
1317517834.5991557,gdp
1331343797.773081,gdp
1673464261.2798216,gdp
1938441288.7919035,gdp
1939730676.1747935,gdp
1913162477.220792,gdp
2057330872.731512,gdp
2154921010.655577,gdp
2322730512.468928,gdp
2591358115.158436,gdp
2583335723.321254,gdp
2735683408.576508,gdp
2457604042.409587,gdp
2768802803.1814117,gdp
2898227713.223154,gdp
373250000.0,gdp
406000000.0,gdp
443916666.6666666,gdp
478000000.0,gdp
538583333.3333334,gdp
598333333.3333334,gdp
662500000.0,gdp
748250000.0,gdp
849333333.3333333,gdp
920333333.3333333,gdp
1006833333.3333333,gdp
1084666666.6666667,gdp
1286153846.1538465,gdp
1263600000.0,gdp
2101300000.0,gdp
2405900000.0,gdp
2733350000.0,gdp
3229049999.9999995,gdp
3760100000.0,gdp
4510500000.0,gdp
4450368036.69452,gdp
5778487836.53844,gdp
5600385567.807593,gdp
5414008064.034612,gdp
6169304491.537309,gdp
5377276656.904499,gdp
3959383519.78036,gdp
4347956337.833374,gdp
4597611710.021265,gdp
4715973437.393705,gdp
4867582597.52327,gdp
5343262457.102258,gdp
5643868748.681265,gdp
5734699488.849339,gdp
5981222858.82727,gdp
6715161732.22658,gdp
7396949126.356853,gdp
7925736821.450335,gdp
8497494652.125457,gdp
8285064434.568255,gdp
8397855484.769085,gdp
8141516928.394893,gdp
7905485146.443515,gdp
8082399639.543047,gdp
8773451751.512096,gdp
9549122905.328524,gdp
11451844902.221363,gdp
13120108008.34772,gdp
16674276285.895582,gdp
17339992193.732193,gdp
19649723722.103382,gdp
23963164696.591965,gdp
27084497481.910275,gdp
30659338885.67293,gdp
32996188017.36613,gdp
33000198248.914616,gdp
33941126193.92185,gdp
37508642170.767006,gdp
40287647930.53545,gdp
40895322850.94067,gdp
36629843806.07815,gdp
40406111693.198265,gdp
44008282879.884224,gdp
45849832906.413895,gdp
7753478260.869566,gdp
6122959183.67347,gdp
4735044707.239689,gdp
3630668949.832459,gdp
1255802469.1358025,gdp
1866572953.7366548,gdp
2786045321.637427,gdp
3671909673.044008,gdp
4116774300.606705,gdp
4686256363.047072,gdp
5567772768.811885,gdp
5800615466.266482,gdp
6728220886.645462,gdp
8498894359.386289,gdp
10156541538.39903,gdp
11222796336.542631,gdp
12864841905.954311,gdp
15778734264.37873,gdp
19112796623.117504,gdp
17613949091.229362,gdp
17176315803.729836,gdp
18644233537.109337,gdp
17226735995.690475,gdp
18179108530.526096,gdp
18558733564.4692,gdp
16404348871.443705,gdp
17116926327.624697,gdp
18326373366.110527,gdp
20484053868.92458,gdp
20482608755.37896,gdp
20226036564.412888,gdp
23672712242.214893,gdp
24534663636.17784,gdp
27054889362.885204,gdp
30411413.655282825,gdp
32902612.866485517,gdp
35644956.64304291,gdp
38091842.8546863,gdp
41616347.79068649,gdp
45788696.33439149,gdp
51465655.39210832,gdp
58642354.08967297,gdp
66248441.41824664,gdp
77361546.50675365,gdp
96243233.66098373,gdp
127448613.50506146,gdp
164460914.97720063,gdp
244124164.04221785,gdp
306044207.5302034,gdp
355168571.5367514,gdp
372025093.0062732,gdp
451624780.27459735,gdp
590407374.4471157,gdp
819870258.7830534,gdp
1060889703.7537392,gdp
1073812830.3005242,gdp
1014945695.7192708,gdp
1172230396.5809908,gdp
1240822167.435706,gdp
1114783342.7153945,gdp
1392602163.538292,gdp
1965226890.0455704,gdp
2644554158.7279363,gdp
3083822112.020233,gdp
3790636324.447746,gdp
3942876703.451844,gdp
4146464586.616739,gdp
4160129174.705695,gdp
4259259604.156229,gdp
4730599121.927042,gdp
4847757217.758154,gdp
5020265626.664892,gdp
4790481509.176786,gdp
5484263346.881052,gdp
5788329609.157553,gdp
5489608299.664453,gdp
5438863982.886922,gdp
7511582173.377239,gdp
8957467706.535404,gdp
9918907108.097015,gdp
9919158482.410852,gdp
10567270655.502705,gdp
10730829116.410507,gdp
10118459242.31832,gdp
12637273429.133932,gdp
15110643612.17291,gdp
13907464500.148876,gdp
14271738933.204172,gdp
15470088500.74136,gdp
13530748844.50496,gdp
15082637184.04962,gdp
16105155856.770824,gdp
17031943186.13526,gdp
16725908148.548136,gdp
14960291105.931597,gdp
18750946600.142254,gdp
20321958850.03632,gdp
19395765126.312748,gdp
425595310393.455,gdp
384959818181.8167,gdp
342534090909.09094,gdp
328191909882.2324,gdp
368292034380.95984,gdp
525369467295.7375,gdp
769333050986.9048,gdp
850426432991.7421,gdp
883206179730.4618,gdp
863710759256.4348,gdp
599642024319.5311,gdp
655448231983.5271,gdp
559983634798.9812,gdp
509795273806.7151,gdp
558233745651.8737,gdp
669289424806.307,gdp
891633839853.1047,gdp
1107626541710.7407,gdp
1397114486471.384,gdp
1695855083552.0544,gdp
1666996438681.463,gdp
2208837745214.2334,gdp
2616156223977.466,gdp
2465227803011.568,gdp
2472819535742.7266,gdp
2456043727198.8545,gdp
1802212206904.6775,gdp
1795693482652.5151,gdp
2063514977334.3208,gdp
1916933898038.3567,gdp
1873288205186.4492,gdp
1476107231194.106,gdp
1670647399034.6658,gdp
1951923942083.32,gdp
2173665655937.2737,gdp
114039500.59126753,gdp
132757528.04437448,gdp
139029537.2433213,gdp
160818235.86674595,gdp
161210236.4416801,gdp
179078929.315763,gdp
197525767.79173467,gdp
270822782.02667373,gdp
433095526.6861359,gdp
1073591623.999176,gdp
1168304305.655126,gdp
1423037167.087171,gdp
1732721160.941215,gdp
1941579358.1864755,gdp
2803834158.481861,gdp
4928806542.84871,gdp
4366230382.848044,gdp
4264202520.998586,gdp
3844632166.773148,gdp
3782553233.98105,gdp
3523532486.4213805,gdp
2358574402.606391,gdp
2754485672.486435,gdp
2690684124.874219,gdp
2985532273.1659093,gdp
3520487626.983895,gdp
3701774188.880206,gdp
4183632940.384919,gdp
4105729020.646853,gdp
4087220218.8754544,gdp
4734103536.46706,gdp
5115454089.632854,gdp
5197311972.069078,gdp
4051142386.30212,gdp
4600116699.1257,gdp
6001282104.08228,gdp
5601018684.249742,gdp
5843368267.853911,gdp
6557397070.22741,gdp
7872202803.408771,gdp
9531420027.79385,gdp
11470464771.013,gdp
12247677993.924765,gdp
14393434224.759678,gdp
10732595016.118176,gdp
13707280259.97628,gdp
18525128526.376625,gdp
19048443340.773243,gdp
18094321616.795853,gdp
17097802752.87284,gdp
12930291487.95813,gdp
11400466356.389812,gdp
12128183904.450096,gdp
13566937673.796574,gdp
13469235364.703176,gdp
12005799653.983503,gdp
14006496617.445808,gdp
16681536466.7183,gdp
15128292953.509842,gdp
19839230769.23077,gdp
19870000000.0,gdp
19342000000.0,gdp
16563666666.666668,gdp
17594944444.444447,gdp
17155421052.631578,gdp
20249294117.64706,gdp
28101000000.0,gdp
22555941176.47059,gdp
21988444444.444447,gdp
20632090909.090908,gdp
10943548387.096775,gdp
10350515463.917526,gdp
10832064941.653982,gdp
9697416974.169744,gdp
18991484420.359978,gdp
12294964837.623465,gdp
11316127378.96127,gdp
15031055046.757534,gdp
13627325461.174295,gdp
13245990274.45809,gdp
14183446025.738909,gdp
16403043849.82968,gdp
21144957990.468067,gdp
26157743368.871613,gdp
29868657858.008183,gdp
34380536495.67393,gdp
44432811756.47305,gdp
54480684188.44424,gdp
52023801230.120026,gdp
50760929302.51474,gdp
57737040780.015656,gdp
54288135058.79262,gdp
55852123989.95043,gdp
57157782909.93072,gdp
50811995688.67711,gdp
53964253211.83995,gdp
59309748166.11794,gdp
66370132238.3914,gdp
68881010245.54976,gdp
70368758395.14104,gdp
84041493015.66185,gdp
90346169914.93486,gdp
101584384672.78587,gdp
330442815.8211856,gdp
350247234.26071155,gdp
379567099.24942166,gdp
394040667.1063353,gdp
410321644.96491134,gdp
422916789.7482999,gdp
433889766.239436,gdp
450753923.5480476,gdp
460442689.3763777,gdp
478298645.3938204,gdp
458404268.76197135,gdp
482411179.1211782,gdp
578595521.9901348,gdp
674773569.8775476,gdp
751133430.4493006,gdp
939972703.4630206,gdp
976547188.0547776,gdp
1131224878.1886473,gdp
1475583644.9361432,gdp
1748480620.5239744,gdp
1928719888.2068832,gdp
1775842333.5704167,gdp
1754450096.2372131,gdp
1600278605.2546546,gdp
1459880132.1410668,gdp
1552493196.2842438,gdp
2036303357.6811328,gdp
2369834949.732339,gdp
2616040478.9930944,gdp
2615587733.973027,gdp
3101300778.564138,gdp
3135045584.08387,gdp
3356692505.18266,gdp
3199536465.233282,gdp
1895290637.095044,gdp
2379517975.280564,gdp
2586550595.4101324,gdp
2447669101.9517813,gdp
2804902367.146874,gdp
3389566712.6603723,gdp
2968370087.597594,gdp
3190371080.947684,gdp
3622350062.9605274,gdp
4740768142.674943,gdp
5451688537.609592,gdp
6146353173.349286,gdp
6547419820.381131,gdp
7625722836.768471,gdp
9451435490.114674,gdp
9450696873.343262,gdp
10109619740.69942,gdp
12080295977.563232,gdp
12561015156.568283,gdp
13444300485.841228,gdp
13943016076.743608,gdp
11832159315.62978,gdp
12833363045.336657,gdp
14106955615.344175,gdp
15890066221.288244,gdp
16032813501.663946,gdp
17725010530.7894,gdp
19643166853.66414,gdp
18820219331.22608,gdp
20324617838.967648,gdp
195999990.0,gdp
202999992.0,gdp
213500006.0,gdp
232749998.0,gdp
260750008.0,gdp
158994962.96296296,gdp
165444571.42857143,gdp
178297142.85714287,gdp
183200000.0,gdp
190205714.2857143,gdp
242732571.42857143,gdp
252842285.7142857,gdp
246804571.42857143,gdp
304339839.55214554,gdp
345263492.06349206,gdp
420986666.6666666,gdp
448412753.6231884,gdp
547535555.5555556,gdp
610225555.5555556,gdp
782496666.6666666,gdp
919726666.6666666,gdp
969046666.6666666,gdp
1013222222.2222222,gdp
1082926304.464766,gdp
987143931.166987,gdp
1149979285.7734692,gdp
1201725497.065779,gdp
1131466494.0110068,gdp
1082403219.4878733,gdp
1113924130.411491,gdp
1132101252.5181746,gdp
1167398478.3459036,gdp
1083037670.60484,gdp
938632612.0263592,gdp
925030590.153683,gdp
1000428393.885281,gdp
869033856.3170933,gdp
972896267.915425,gdp
893770740.2074156,gdp
808077223.3657464,gdp
870486065.8831366,gdp
876794723.0685855,gdp
825394519.4237278,gdp
784654423.6204764,gdp
915257323.3960996,gdp
1117113079.736455,gdp
1273375078.4484448,gdp
1356199387.4230778,gdp
1611835857.0458813,gdp
1781455139.8593144,gdp
2032135192.0124843,gdp
2235820809.3200555,gdp
2333341334.457535,gdp
2451606632.292456,gdp
2705783329.804834,gdp
3104003546.264973,gdp
2644487776.500767,gdp
2723586962.8403373,gdp
2667182199.51333,gdp
2576518879.823531,gdp
2649680261.442985,gdp
2775798697.460224,gdp
3338722827.656905,gdp
2642161668.9275384,gdp
142246815.34500742,gdp
139468209.11620566,gdp
140630678.98347828,gdp
138476175.62036282,gdp
132019038.59162804,gdp
137728204.81373543,gdp
190651167.5593849,gdp
235253064.70981985,gdp
264308140.28514937,gdp
267448571.41461143,gdp
306890962.64953285,gdp
319827058.5928748,gdp
357160985.3274133,gdp
490417389.68256927,gdp
406580652.3305368,gdp
487148993.5331087,gdp
501979269.8439417,gdp
490608657.9249761,gdp
521910560.5248681,gdp
592416703.0588781,gdp
539227277.6264108,gdp
563090490.3773685,gdp
620507387.4661741,gdp
813260468.8738337,gdp
924940011.8368964,gdp
972241676.907662,gdp
1107571457.90614,gdp
1649621738.636892,gdp
1959620648.3157773,gdp
1852334575.1752052,gdp
1824751467.9295683,gdp
2046817987.2010856,gdp
1913081210.4141111,gdp
2028910915.1644647,gdp
2041930125.4297917,gdp
1749857620.3532877,gdp
1849789985.9957223,gdp
1996741539.9508772,gdp
2205099506.9999404,gdp
2252177124.324024,gdp
1821565613.6861308,gdp
2051842609.645578,gdp
2303738020.1514816,gdp
2587252076.305599,gdp
749129748.1605784,gdp
790357254.5332818,gdp
716261764.5078233,gdp
766642356.1440547,gdp
723738502.703893,gdp
744384129.733958,gdp
815153652.3897336,gdp
865516039.8000126,gdp
939291262.1220036,gdp
1021176058.6378794,gdp
1102669184.4622602,gdp
1167630317.841059,gdp
1036974910.4474584,gdp
1662877859.220189,gdp
1353137647.6838706,gdp
1402541176.5120633,gdp
2054974089.364303,gdp
2491486594.189168,gdp
2533727592.0416512,gdp
2791435272.26653,gdp
3441205692.9165983,gdp
3506695719.572588,gdp
3443413388.6569595,gdp
3120425502.662407,gdp
3517242477.254799,gdp
3654031716.398547,gdp
3984000517.074414,gdp
4284028482.5121264,gdp
4658246918.321186,gdp
5337833248.014341,gdp
6293046161.759316,gdp
7274595706.574058,gdp
8639235912.590769,gdp
10351914177.483912,gdp
10401851767.708317,gdp
11242275287.581013,gdp
12829541141.061968,gdp
14054443213.488718,gdp
15227991395.12074,gdp
16702610842.35294,gdp
18049954289.472065,gdp
20016747857.636715,gdp
22177200588.182632,gdp
24571753583.393467,gdp
27089390032.79797,gdp
25872797891.766376,gdp
26961061151.73373,gdp
29504829319.316875,gdp
31772759998.85713,gdp
614206068.4972658,gdp
652777608.3204924,gdp
694247864.3788999,gdp
718320845.0443375,gdp
776650176.9044532,gdp
814083265.5114259,gdp
851112534.5526356,gdp
936175260.0309192,gdp
1046191217.7994168,gdp
1100551488.6268868,gdp
1151216992.8809454,gdp
1236941394.114466,gdp
1498251889.6628742,gdp
1901393361.0228183,gdp
2157415532.5479603,gdp
2857037371.058858,gdp
2898090001.8562007,gdp
3394664024.055029,gdp
4662852583.132564,gdp
5919002982.601996,gdp
6674569046.683197,gdp
6610938616.664299,gdp
6611255963.835844,gdp
6870200009.900646,gdp
7311938026.367127,gdp
8544810497.988902,gdp
11857056199.076525,gdp
13049659981.137337,gdp
12236057362.491734,gdp
11012566195.02554,gdp
12314482627.84536,gdp
11840192296.38931,gdp
12071775335.04334,gdp
16181814712.529512,gdp
8902446252.183718,gdp
10864772470.904276,gdp
11093538846.448252,gdp
10789458432.641554,gdp
11298144990.410444,gdp
11565826458.893816,gdp
10566579294.51588,gdp
10953485345.222004,gdp
12417251341.602757,gdp
15970315030.239712,gdp
18826214125.23168,gdp
19509852219.89974,gdp
20910512979.12774,gdp
23928250409.221237,gdp
27715142006.01808,gdp
27932970296.85164,gdp
27507501808.637745,gdp
30630910513.488373,gdp
30155062302.44968,gdp
33728621190.416397,gdp
36386544715.27016,gdp
32210233021.404896,gdp
33814337040.781666,gdp
36098547058.785095,gdp
39955552189.79499,gdp
39667757527.65778,gdp
40773241177.05051,gdp
44993521774.06597,gdp
43644068310.85101,gdp
47945510090.05286,gdp
40563768946.95027,gdp
41038192837.90354,gdp
42336211555.8268,gdp
45140337826.986855,gdp
49503663836.3665,gdp
54649410478.52257,gdp
61252415404.68604,gdp
65856924423.97209,gdp
72048833006.16019,gdp
79405011124.82079,gdp
88192257632.30931,gdp
99606454743.51357,gdp
113463848873.6236,gdp
131764343565.64342,gdp
160949188139.0593,gdp
174419757176.5631,gdp
207271612576.0649,gdp
212325176304.65448,gdp
219369542386.2541,gdp
243891124295.7145,gdp
274776566028.05338,gdp
307246642755.8595,gdp
314647807408.6083,gdp
341866277182.7329,gdp
356718400123.5426,gdp
366186012449.65216,gdp
379006836991.7236,gdp
433134238310.70886,gdp
509380027626.554,gdp
567211993243.2433,gdp
596075591360.9873,gdp
612527712315.615,gdp
594387358318.8549,gdp
579053561739.4,gdp
579944346807.2643,gdp
605961090061.2067,gdp
630607994132.7466,gdp
654986999855.554,gdp
634000000000.0,gdp
678412196271.118,gdp
744773415931.587,gdp
738981792355.372,gdp
760649334098.0055,gdp
895540646634.787,gdp
1026690238278.2476,gdp
1173108598778.6765,gdp
1319264809590.9731,gdp
1468820407783.2605,gdp
1552989690721.6497,gdp
1374625142157.2915,gdp
1617343367486.2583,gdp
1793326630174.5186,gdp
1828366481521.5952,gdp
1846597421834.9836,gdp
1805749878439.941,gdp
1556508816217.14,gdp
1527994741907.425,gdp
1649265644244.095,gdp
1725329192783.024,gdp
1743725183672.5212,gdp
1655684730000.1936,gdp
2007472181464.152,gdp
2161483369422.0144,gdp
2140085567791.4517,gdp
641539199.9668324,gdp
700032151.3942497,gdp
751070761.9145066,gdp
783055216.4249977,gdp
850013068.4033983,gdp
941955802.170842,gdp
1060211693.6867806,gdp
1193809346.9742246,gdp
1249827169.4903567,gdp
1408416099.2238748,gdp
1494644823.0713131,gdp
1613957283.859403,gdp
1699530410.789884,gdp
1914714924.044498,gdp
2188779239.8090234,gdp
2399029470.1283846,gdp
2459992058.3139834,gdp
2810359159.793162,gdp
3227977419.14554,gdp
3813512912.083206,gdp
4581034657.328288,gdp
4920708665.369143,gdp
5085934008.824956,gdp
5355236378.617863,gdp
5855996772.41849,gdp
6344026525.304474,gdp
6899365003.284719,gdp
7446648029.210851,gdp
8147437984.701295,gdp
8161221667.959161,gdp
8504276626.8215,gdp
8637254827.274288,gdp
8801288383.806475,gdp
9144076192.9595,gdp
9839199623.043892,gdp
10400848111.348568,gdp
11180259450.935703,gdp
14335075432.75442,gdp
15597595841.554714,gdp
16582093658.359903,gdp
17467367619.11133,gdp
17638376240.548378,gdp
18687788779.52685,gdp
19248879362.73341,gdp
20281937834.11507,gdp
22208371015.041622,gdp
25923714993.90588,gdp
28067234199.50139,gdp
29396279802.381817,gdp
28708191270.567104,gdp
29715534449.174686,gdp
30344564229.33823,gdp
32052386052.294266,gdp
32390809157.29226,gdp
33462282320.52385,gdp
34538256117.68588,gdp
33451252507.26625,gdp
34921587493.33965,gdp
36225416548.20062,gdp
37621010338.36159,gdp
31378030000.78202,gdp
36706592898.69248,gdp
48138054138.98492,gdp
53252637669.89535,gdp
4200288282.1015687,gdp
4466278030.591674,gdp
4585948969.332233,gdp
4281714618.032376,gdp
4156841163.777627,gdp
4186073160.182533,gdp
4291004485.568034,gdp
4405796081.159841,gdp
4562853582.324625,gdp
4708167255.287269,gdp
4909322200.002124,gdp
5166281293.187153,gdp
5530178498.907827,gdp
5941896599.573326,gdp
5655357984.242185,gdp
6060026509.585386,gdp
6600844001.537206,gdp
112155598.49215747,gdp
123134583.46355905,gdp
124482773.83305976,gdp
129379123.76305042,gdp
142025078.73575366,gdp
150574795.40986323,gdp
157930018.0910871,gdp
163820513.56243202,gdp
191767441.6045771,gdp
188039210.13037923,gdp
189106529.20701116,gdp
201450799.82635015,gdp
230317883.3644297,gdp
